id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work,abstract
10.2307/30218941,10.2307/30218941,Labor (Im)mobility and the Politics of Trade Protection in Majoritarian Democracies,"Bumba Mukherjee, Dale L. Smith, Quan Li",The Journal of Politics,71,1,2009-01-01T00:00:00Z,pp. 291-308,"Cambridge University Press, Southern Political Science Association",fla,,"The two workhorse models of trade, Heckscher-Ohlin and Ricardo-Viner, provide leverage in explaining how societal groups divide over trade protection. Tension between the two trade models has significantly influenced the scholarship of trade politics, with explanations of trade politics adopting either the factor-based approach or the industry-based framework. No study has investigated how changes in factor mobility as a continuous variable influence the change in trade protection as a policy outcome. Building on recent scholarship on factor mobility, this article models explicitly how intersectoral labor (im)mobility and political competition between parties affect changes in trade protection in majoritarian democracies. The theoretical model predicts that when intersectoral labor mobility decreases governments in majoritarian democracies are more likely to raise trade barriers. We test this prediction in a time-series, cross-sectional sample of 32 OECD and non-OECD majoritarian democracies observed between 1980 and 2000. The empirical results corroborate our theory and remain robust when we control for alternative explanations, employ different estimation techniques, and use different measures of trade protection."
10.2307/40646202,10.2307/40646202,"A RENTIER THEORY OF SUBNATIONAL REGIMES: Fiscal Federalism, Democracy, and Authoritarianism in the Argentine Provinces",CARLOS GERVASONI,World Politics,62,2,2010-04-01T00:00:00Z,pp. 302-340,Cambridge University Press,fla,,"Levels of subnational democracy vary significantly within countries around the world. Drawing on fiscal theories of the state, the author argues that this variance is often explained by a type of rentierism that is not geographically determined by natural resources but politically created by certain fiscal federalism arrangements. He posits that less democratic regimes are more likely in rentier provinces—those that receive disproportionately large central government transfers and practically forgo local taxation. Intergovernmental revenue-sharing rules that produce large vertical fiscal imbalances and favor the economically smaller districts provide their incumbents with generous ""fiscal federalism rents"" that allow them to restrict democratic contestation and weaken checks and balances. Statistical evidence from a panel data set of the Argentine provinces strongly confirms this expectation, even after controlling for standard alternative explanations such as level of development. Sensitivity analysis shows that this finding is extremely robust to alternative panel estimators. Qualitative and quantitative evidence suggests that the effect of heavy public spending on the economic autonomy of political actors is the main causal mechanism at work."
10.2307/41488863,10.2307/41488863,Do Campaigns Drive Partisan Turnout?,"Eric McGhee, John Sides",Political Behavior,33,2,2011-06-01T00:00:00Z,pp. 313-333,Springer,fla,,"Although campaign strategy often, and perhaps increasingly, emphasizes the mobilization of core supporters, we know little about whether campaigns affect the partisan complexion of the electorate. We examine whether the balance of Democratic and Republican voters depends on the balance of campaign activity, the popularity of the incumbent president, and the state of the economy. Drawing on time-series cross-sectional data from state exit polls, we demonstrate that the partisan composition of voters depends on campaign activity more than on the political and economic fundamentals."
10.2307/4620086,10.2307/4620086,"Disputes, Democracies, and Dependencies: A Reexamination of the Kantian Peace","Michael D. Ward, Randolph M. Siverson, Xun Cao",American Journal of Political Science,51,3,2007-07-01T00:00:00Z,pp. 583-601,Midwest Political Science Association,fla,,"Militarized interstate disputes are widely thought to be less likely among democratic countries that have high levels of trade and extensive participation in international organizations. We reexamine this broad finding of the Kantian peace literature in the context of a model that incorporates the high degree of dependency among countries. Based on in-sample statistical tests, as well as out-of-sample, predictive cross-validation, we find that results frequently cited in the literature are plagued by overfitting and cannot be characterized as identifying the underlying structure through which international conflict is influenced by democracy, trade, and international governmental organizations. We conclude that much of the statistical association typically reported in this literature apparently stems from three components: (1) geographical proximity, (2) dependence among militarized interstate disputes with the same initiator or target, and (3) the higher-order dependencies in these dyadic data. Once these are incorporated, covariates associated with the Kantian peace tripod lose most of their statistical power. We do find that higher levels of joint democracy are associated with lower probabilities of militarized interstate dispute involvement. We find that despite high statistical significance and putative substantive importance, none of the variables representing the Kantian tripod is associated with any substantial degree of predictive power."
10.2307/3078649,10.2307/3078649,Political Parties and Monetary Commitments,"William Bernhard, David Leblang",International Organization,56,4,2002-10-01T00:00:00Z,pp. 803-830,"Cambridge University Press, International Organization Foundation, The MIT Press, University of Wisconsin Press",fla,,"Increased levels of economic openness in the industrial democracies have heightened the potential for intra-party and intra-coalition policy conflicts, hurting the ability of parties to win and retain office. We argue that politicians can use monetary commitments to help manage these conflicts and improve cabinet durability. To determine the political value of these commitments, we test the effect of fixed exchange rates and central bank independence on cabinet durability using a set of 193 cabinets in sixteen parliamentary democracies across the period 1972-98. The results indicate that monetary commitments are associated with higher cabinet durability, particularly for coalition governments. We then use the results of our statistical models to generate expected cabinet durability under alternative institutional configurations. By comparing these expected values, we show that actual monetary reforms in the industrial democracies have helped (or at least not hurt) the ability of political parties to remain in office."
10.2307/25747961,10.2307/25747961,The Dynamics of Agenda Convergence and the Paradox of Competitiveness in Presidential Campaigns,Danny Hayes,Political Research Quarterly,63,3,2010-09-01T00:00:00Z,pp. 594-611,"Sage Publications, Inc., University of Utah",fla,,"The mass media's representation of campaign discourse influences whether voters have the opportunity to scrutinize the candidates' issue priorities and policy proposals. But it is not clear whether candidate and media issue emphases are more or less similar at an election's most consequential moments—when it is competitive. In a study of the 1992 and 1996 presidential campaigns, the author finds that as the polls narrow, the media are less likely to reflect candidate discourse. Paradoxically, voters are deprived of an accurate representation of candidate dialogue when they need it most, with media behavior making it difficult for citizens to cast informed ballots in close contests. The results also show that whether the media serve as a conduit for, or filter of, candidate messages depends on a variety of factors, especially electoral context."
10.2307/23056401,10.2307/23056401,Does Electoral Reform Increase (or Decrease) Political Equality?,"Elizabeth Rigby, Melanie J. Springer",Political Research Quarterly,64,2,2011-06-01T00:00:00Z,pp. 420-434,"Sage Publications, Inc., University of Utah",fla,,"Over recent decades, the American states have implemented electoral reforms that make it easier for citizens to register and vote. This article examines the ""equality effects"" of these reforms: the degree to which reform serves to equalize or further skew participation rates between the rich and poor. Using the Voter Supplement to the Current Population Survey, the authors generate state-level estimates of income bias in registration and voting for elections from 1978 to 2008. Findings support their theory that some electoral reforms promote equality, while others further stratify the electorate—particularly when state registration rolls are already unrepresentative in terms of income groups."
10.2307/25096227,10.2307/25096227,Unemployment and Inflation Consequences of Unexpected Election Results,"Michael Berlemann, Gunther Markwardt","Journal of Money, Credit and Banking",39,8,2007-12-01T00:00:00Z,pp. 1919-1945,"Ohio State University Press, Wiley",fla,,The empirical evidence toward rational partisan theory of business cycles is mixed and thus inconclusive. This is due to the enormous heterogeneity of the existing empirical studies. Only a few of these test explicitly for the central theoretical innovation that post-electoral blips in economic activity depend on the degree of the electoral surprise. Using polling data we present empirical evidence in favor of rational partisan theory for a panel of OECD countries.
10.2307/451106,10.2307/451106,The United Nations International Covenant on Civil and Political Rights: Does It Make a Difference in Human Rights Behavior?,Linda Camp Keith,Journal of Peace Research,36,1,1999-01-01T00:00:00Z,pp. 95-118,"Sage Publications, Ltd.",fla,,"Formal acceptance of international agreements on human rights has progressed to the point where currently over three-quarters of the UN member states are parties to the International Covenant on Political and Civil Rights. In fact, becoming a party to this covenant seems to be concomitant with joining the UN. Of the newly independent states in Eastern Europe and in the region of the former Soviet Union, only Kazakhstan, Tajikistan, Moldova, and Macedonia have not joined the treaty. This article tests empirically whether becoming a party to this international treaty (and its optional protocol) has an observable impact on the state party's actual behavior. The hypothesis is tested across 178 countries over an eighteen-year period (1976-93) and across four different measures of state human rights behavior. Initial bivariate analyses demonstrate some statistically significant differences between the behavior of states parties and the behavior of non-party states. However, this difference does not appear in the bivariate analysis that compares the states parties' behavior before becoming a party to the treaty with their behavior after becoming a party state. When the analysis progresses to more sophisticated multivariate analysis, in which factors known to affect human rights are controlled, the impact of the covenant and its optional protocol disappears altogether. Overall, this study suggests that it may be overly optimistic to expect that being a party to this international covenant will produce an observable direct impact."
10.2307/449209,10.2307/449209,Explaining Japanese Aid Policy in Latin America: A Test of Competing Theories,"John P. Tuman, Craig F. Emmert, Robert E. Sterken",Political Research Quarterly,54,1,2001-03-01T00:00:00Z,pp. 87-101,"Sage Publications, Inc., University of Utah",fla,,This article attempts to explain the variation in Japanese official development assistance in eighteen Latin American countries for the period 1979 to 1993. The findings suggest that recipient need and some Japanese economic interests have influenced disbursements in the region. The study does not provide support for theories that claim that U.S. strategic and economic interests are important determinants of Japanese ODA decisions.
10.2307/3554932,10.2307/3554932,Legislative Organization under Separate Powers,"David Epstein, Sharyn O'Halloran","Journal of Law, Economics, & Organization",17,2,2001-10-01T00:00:00Z,pp. 373-396,Oxford University Press,fla,,"Existing theories of legislative organization attribute the strong committee system in the U.S. Congress to members' distributive, informational, or partisan needs. But legislators elsewhere share these same motivations, yet not all have chosen to organize themselves in a similar fashion. Therefore the strong committee system must derive to some extent from the larger constitutional context, including plurality winner elections, bicameralism, and our focus, the system of separate powers. In particular we argue that committees established in part to oversee executive agencies will have preferences biased against those of the executive. Thus committees serve as contrary outliers, acting as a counterweight to executive branch policy making. We find support for this prediction with data drawn from all standing committees from the 80th to 102nd Congresses. We also find that each of the seemingly incompatible theories of legislative organization predicts well patterns of committee composition in different issue areas."
10.2307/3555111,10.2307/3555111,Are You Being Served? Political Accountability and Quality of Government,"Alícia Adserà, Carles Boix, Mark Payne","Journal of Law, Economics, & Organization",19,2,2003-10-01T00:00:00Z,pp. 445-490,Oxford University Press,fla,,"How well any government functions hinges on how good citizens are at making their politicians accountable for their actions. Political control of public officials depends on two factors. First, free and regular elections allow citizens to discipline politicians-the credible threat of losing office in the next period compels policy makers to respond to the voters' interests. Second, and equally important, the degree of citizen information curbs the opportunities politicians may have to engage in political corruption and management. The presence of a well-informed electorate in a democratic setting explains between one-half and two-thirds of the variance in the levels of governmental performance and corruption."
10.2307/25766258,10.2307/25766258,Buttery Guns and Welfare Hawks: The Politics of Defense Spending in Advanced Industrial Democracies,"Guy D. Whitten, Laron K. Williams",American Journal of Political Science,55,1,2011-01-01T00:00:00Z,pp. 117-134,Midwest Political Science Association,fla,,"In this article, we present a new theory that, given the economic consequences of military spending, some governments may use military spending as a means of advancing their domestic non-military objectives. Based on evidence that governments can use military spending as welfare policy in disguise, we argue that the role of ideology in shaping military spending is more complicated than simple left-right politics. We also present a theory that strategic elites take advantage of opportunities presented by international events, leading us to expect governments that favor more hawkish foreign policy policies to use low-level international conflicts as opportunities for increasing military spending. Using pooled time-series data from 19 advanced democracies in the post—World War II period, we find that government ideology, measured as welfare and international positions, interacts with the international security environment to affect defense spending."
10.2307/4092792,10.2307/4092792,Forging Democracy at Gunpoint,"Jeffrey Pickering, Mark Peceny",International Studies Quarterly,50,3,2006-09-01T00:00:00Z,pp. 539-559,"The International Studies Association, Wiley",fla,,"Can liberal interventionism build liberal democracy? This manuscript examines the military interventions undertaken by the U.S., U.K., France, and the UN in the post-World War II era to see if they had a positive impact on democracy in target countries. Empirical analysis centers on multivariate time series, cross section PCSE and relogit regressions of political liberalization and democratization from 1946 to 1996. The former is operationalized with annual difference data drawn from the Polity IV data collection, whereas the latter is a binary variable denoting countries that cross a threshold commonly used to indicate the establishment of democratic institutions. An updated version of the International Military Intervention data set enumerates foreign military interventions. We find little evidence that military intervention by liberal states helps to foster democracy in target countries. Although a few states have democratized in the wake of hostile U.S. military interventions, the small number of cases involved makes it difficult to draw generalizable conclusions from the U.S. record. We find stronger evidence, however, that supportive interventions by the UN's ""Blue Helmets"" can help to democratize target states."
10.2307/3877895,10.2307/3877895,"Women and Globalization: A Study of 180 Countries, 1975-2000","Mark M. Gray, Miki Caul Kittilson, Wayne Sandholtz",International Organization,60,2,2006-04-01T00:00:00Z,pp. 293-333,"Cambridge University Press, International Organization Foundation, The MIT Press, University of Wisconsin Press",fla,,"How do rising levels of international interconnectedness affect social, economic, and political conditions for women? Research on gender and international relations frequently offers clear propositions but seldom submits them to broad, quantitative testing. This article begins to fill that gap. We advance the hypothesis that, on balance and over time, increasing cross-national exchange and communication lead to improvements in women's status and equality. Economic aspects of globalization can bring new opportunities and resources to women. But equally important, globalization promotes the diffusion of ideas and norms of equality for women. In an analysis of 180 countries from 1975 to 2000, employing cross-sectional-time-series regression techniques, we examine the impact of several measures of globalization on women's levels of life expectancy, literacy, and participation in the economy and parliamentary office. International trade, foreign direct investment, membership in the United Nations (UN) and World Bank, and ratification of the Convention on the Elimination of All Forms of Discrimination Against Women (CEDAW), are associated with improved conditions for women."
10.2307/2669298,10.2307/2669298,Promoting Human Rights and Democracy in the Developing World: U.S. Rhetoric versus U.S. Arms Exports,Shannon Lindsey Blanton,American Journal of Political Science,44,1,2000-01-01T00:00:00Z,pp. 123-131,Midwest Political Science Association,fla,,"Scholars disagree about the determinants of U.S. foreign policy instruments. According to realpolitik, security interests determine the outcome of U.S. decisions on arms transfers. Neo-liberals counter that respect for human rights and democratic governance are important concerns in U.S. foreign policy. The objective of this study is to assess whether human rights and democracy are significant determinants in the decision to transfer arms abroad. Focusing on U.S. arms exports to developing countries for the years 1990 through 1994, I use a modified Heckman model to take into account a two-stage decision-making process. The findings indicate that in the initial decision-making stage, human rights and democracy are important determinants of the eligibility of countries to receive arms. In the second stage, democracy is significant, though human rights no longer affect the decision on the amount of arms to be transferred."
10.2307/25130415,10.2307/25130415,"Taxing, Spending, and Voting: Voter Turnout Rates in Statewide Elections in Comparative Perspective","Garrick L. Percival, Mary Currin-Percival, Shaun Bowler, Henk van der Kolk",State & Local Government Review,39,3,2007-01-01T00:00:00Z,pp. 131-143,"Sage Publications, Inc.",fla,,"How state context influences voter turnout across the United States may be understood in terms of the decision to vote as a function of the relative importance of state elections. Grounded in the second-order (subnational) elections idea, which frames the decision to vote in terms of whether or not voters perceive something major at stake in the election for an office or government, this study emphasizes the interplay between state fiscal policies and electoral consequences. Specifically, the central hypothesis is that in states in which expenditures or tax burdens are greater, the electoral stakes become higher, and people therefore are more likely to vote. This study not only advances a new rationale for voter turnout across the United States but also enhances our understanding of second-order elections more generally."
10.2307/40421423,10.2307/40421423,"Moderating Backlash: Racial Mobilization, Partisan Coalitions, and Public Policy in the American States","Brian S. Krueger, Paul D. Mueller",State Politics & Policy Quarterly,1,2,2001-07-01T00:00:00Z,pp. 165-179,"Sage Publications, Inc.",fla,,"In general, state public policy responds positively to increased electoral participation among social groups. However, consistent with the racial threat hypothesis, this pattern appears to reverse itself for African Americans: as blacks turn out in greater proportions they actually incur decreasing policy responsiveness. Another research tradition suggests that political parties play a crucial mediating role between interests and government. Thus, African Americans may be able to counter this backlash effect by increasing their participation in the Democratic partisan coalition. Using a variety of pooled time series techniques, we demonstrate the general robustness of the racial backlash model but find that when African Americans increase their contribution to the Democratic coalition, state policy responds better to their interests. This result demonstrates the centrality of parties for democratic responsiveness."
10.2307/27640677,10.2307/27640677,The Contracting Roots of Human Rights,"Michael Mousseau, Demet Yalcin Mousseau",Journal of Peace Research,45,3,2008-05-01T00:00:00Z,pp. 327-344,"Sage Publications, Ltd.",fla,,"There is a broad consensus that democracy and economic development are among the key factors that promote better human rights practices in nations, but there is little agreement on how this happens. This article reports evidence that human rights, democracy, and development may all be at least partially explained by a fourth factor: market-contracting. Studies in economic history and sociology have established that in developing countries many exchanges of goods and services occur within social networks of friends and family. New institutionalist approaches posit that daily habits give rise to corresponding values and world-views. This study integrates these two fields of study to show how economic dependency on friends and family can promote perceived interests in discriminating strangers from out-groups and abiding by the orders of leaders. Dependency on strangers on a market, in contrast, can promote more individualistic identities and perceived interests in a state that enforces law and contracts with impartiality. This may cause the governments of nations with marketplace societies to be less likely than others to imprison political opponents and act contrary to law. On a large sample of nations from 1977 to 2000, robust support is found for this view: a change from weak to high levels of market-contracting is associated with a substantial 49% to 61% reduction in risk of state repression in nations. At least some of the variance in state repression accounted for by democracy and development may be attributed to market-contracting. This article introduces a new and robust variable in the field of human rights research, with direct policy implications: to reduce state repression, a crucial task is the achievement of market-oriented economic development."
10.2307/2669246,10.2307/2669246,The Contingent Effects of Ballot Initiatives and Candidate Races on Turnout,Mark A. Smith,American Journal of Political Science,45,3,2001-07-01T00:00:00Z,pp. 700-706,Midwest Political Science Association,fla,,"This study analyzes the potential of campaigns for ballot measures and elected offices to draw to the polls citizens who otherwise would not vote. The salience of initiatives and popular referenda in each U.S. state is measured for general elections from 1972 to 1996. Using a pooled time-series cross-sectional data set, a model of state-level turnout is estimated. Distinguishing between midterm and presidential years, the analysis tests for the effects of campaigns across those two kinds of contexts. Contrary to previous studies finding no effects at all for ballot initiatives, the results indicate that these measures-like gubernatorial and senatorial campaigns-provide a boost to turnout during midterm years but not presidential years. High-salience initiatives and popular referenda are estimated to increase turnout by about four points during midterm elections, as compared to effects for closely contested gubernatorial and senatorial campaigns of four points and three points, respectively."
10.2307/25193847,10.2307/25193847,The Politics of Foreign Direct Investment into Developing Countries: Increasing FDI through International Trade Agreements?,"Tim Büthe, Helen V. Milner",American Journal of Political Science,52,4,2008-10-01T00:00:00Z,pp. 741-762,Midwest Political Science Association,fla,,"The flow of foreign direct investment into developing countries varies greatly across countries and over time. The political factors that affect these flows are not well understood. Focusing on the relationship between trade and investment, we argue that international trade agreements-GATT/WTO and preferential trade agreements (PTAs)-provide mechanisms for making commitments to foreign investors about the treatment of their assets, thus reassuring investors and increasing investment. These international commitments are more credible than domestic policy choices, because reneging on them is more costly. Statistical analyses for 122 developing countries from 1970 to 2000 support this argument. Developing countries that belong to the WTO and participate in more PTAs experience greater FDI inflows than otherwise, controlling for many factors including domestic policy preferences and taking into account possible endogeneity. Joining international trade agreements allows developing countries to attract more FDI and thus increase economic growth."
10.2307/40421494,10.2307/40421494,Not All Money Is Equal: The Differential Effect of Spending by Incumbents and Challengers in Gubernatorial Primaries,Kedron Bardwell,State Politics & Policy Quarterly,3,3,2003-10-01T00:00:00Z,pp. 294-308,"Sage Publications, Inc.",fla,,"What is the impact of campaign spending on the vote in gubernatorial primaries? Is spending by challengers and incumbents equally effective? Answering these questions could shed light on the effectiveness of incumbent spending in elections generally and on the impact of campaign finance reform. In a two-stage least squares analysis of primaries from 1980 to 2000, this study finds that spending by incumbent governors has no independent impact on their vote share. On the other hand, spending by challengers is effective in attracting votes, even after controlling for challenger quality and incumbent popularity. However, relatively few races are close enough for challenger spending to be decisive. This suggests that to improve gubernatorial primary competition, states would need to increase public campaign funding and spending limits substantially."
10.2307/3648360,10.2307/3648360,Defense Pacts and International Trade,Andrew G. Long,Journal of Peace Research,40,5,2003-09-01T00:00:00Z,pp. 537-552,"Sage Publications, Ltd.",fla,,"Theories of international political influences on trade maintain that shared alliance commitments affect bilateral commercial exchange. The most prominent of these suggests that trade produces a security externality threatening states, but that a military alliance alleviates these concerns, leading to greater trade among allies. Yet past empirical analyses produce inconsistent findings with respect to the effect of military alliances on bilateral trade levels. This article presents a new argument to explain the inconclusive findings in previous studies. The potential increase in military power from efficiency gains through trade is a positive security externality only when a commitment to defend one's alliance partner exists. In essence, cooperative security agreements that require states to give military assistance to each other if attacked (i.e. defense pacts) will lead to greater trade among their members than agreements in which the members promise neutrality, non-aggression, or consultation. The analysis distinguishes alliances that include commitments of defense from those that do not, and uses two different sources of alliance data to examine the effects of defense pacts on trade levels between major powers from 1885 to 1990. The results demonstrate that defense pacts are associated with higher trade among alliance members, but that trade between members of non-defense pacts is statistically indistinguishable from trade between non-allies. This article recognizes that a link between economic and security issues exists and emphasizes their mutual relationship."
10.2307/3647730,10.2307/3647730,"Manufactured Responsiveness: The Impact of State Electoral Laws on Unified Party Control of the Presidency and House of Representatives, 1840-1940","Erik J. Engstrom, Samuel Kernell",American Journal of Political Science,49,3,2005-07-01T00:00:00Z,pp. 531-549,Midwest Political Science Association,fla,,"The modern history of divided government in America suggests that the framers succeeded in creating a government unresponsive to popular passions. Yet in the nineteenth century the party winning the presidency almost always captured control of the House of Representatives. Why and how could nineteenth century national elections be so responsive that they resemble parliamentary outcomes? We identify electoral institutions present in the states that directly linked congressional elections to presidential coattails. Specifically, we estimate the impact of state ballot laws and the strategic design of congressional districts on presidential coattail voting from 1840 to 1940. We find that presidential elections, as mediated by state electoral laws, strongly account for unified party control of the House and the presidency throughout the nineteenth century."
10.2307/30218978,10.2307/30218978,"Moderate Now, Win Votes Later: The Electoral Consequences of Parties' Policy Shifts in 25 Postwar Democracies","James Adams, Zeynep Somer-Topcu",The Journal of Politics,71,2,2009-04-01T00:00:00Z,pp. 678-692,"Cambridge University Press, Southern Political Science Association",fla,,"A central tenet of spatial modeling and political representation studies is that, to the extent that citizens vote prospectively, they evaluate the policies that political parties are currently proposing. Yet research on issue evolution and macropartisanship suggests that significant time periods often elapse before voters update their perceptions of parties' policy positions. We report cross-national, time-series analyses on the relationship between parties' policy programs and election outcomes in 25 postwar democracies, which suggest that parties' policy promises exert lagged effects on their electoral support: namely, parties gain votes at the current election when they moderated their policies at the previous election. By contrast, we find only weak and inconsistent evidence that parties' support responds to their current policy programs. Our findings have important implications for spatial modeling and for studies on political representation."
10.2307/424921,10.2307/424921,"A Global Analysis of the Effect of Political Regime Changes on Life Integrity Violations, 1977-93",Sabine C. Zanger,Journal of Peace Research,37,2,2000-03-01T00:00:00Z,pp. 213-233,"Sage Publications, Ltd.",fla,,"This study develops a model of different types of political regime changes and their effect on life integrity violations. The data cover 147 countries from 1977-93. A multivariate pooled cross-sectional time-series research design is used, employing Ordinary Least Squares regression with panel-corrected standard errors. This research focuses on different types of regime change that vary in direction and intensity. It tests the effect of political regime changes on life integrity violations at time t and at time t - 1. The results show that regime change in general does not alter the levels of repression. However, change from autocracy toward democracy decreases repression during the transition period, whereas change from democracy to anocracy increases life integrity violations. It is also shown that the higher the magnitude of democratization, the less state violence occurs during the year of the change, once relevant control variables are considered."
10.2307/23025057,10.2307/23025057,Is Anybody Listening? Evidence That Voters Do Not Respond to European Parties' Policy Statements During Elections,"James Adams, Lawrence Ezrow, Zeynep Somer-Topcu",American Journal of Political Science,55,2,2011-04-01T00:00:00Z,pp. 370-382,Midwest Political Science Association,fla,,"Although extensive research analyzes the factors that motivate European parties to shift their policy positions, there is little cross-national research that analyzes how voters respond to parties' policy shifts. We report pooled, time-series analyses of election survey data from several European polities, which suggest that voters do not systematically adjust their perceptions of parties' positions in response to shifts in parties' policy statements during election campaigns. We also find no evidence that voters adjust their Left-Right positions or their partisan loyalties in response to shifts in parties' campaign-based policy statements. By contrast, we find that voters do respond to their subjective perceptions of the parties' positions. Our findings have important implications for party policy strategies and for political representation."
10.2307/2586015,10.2307/2586015,"Mobile Capital, Domestic Institutions, and Electorally Induced Monetary and Fiscal Policy","William Roberts Clark, Mark Hallerberg",The American Political Science Review,94,2,2000-06-01T00:00:00Z,pp. 323-346,American Political Science Association,fla,,"The literature on global integration and national policy autonomy often ignores a central result from open economy macroeconomics: Capital mobility constrains monetary policy when the exchange rate is fixed and fiscal policy when the exchange rate is flexible. Similarly, examinations of the electoral determinants of monetary and fiscal policy typically ignore international pressures altogether. We develop a formal model to analyze the interaction between fiscal and monetary policymakers under various exchange rate regimes and the degrees of central bank independence. We test the model using data from OECD countries. We find evidence that preelectoral monetary expansions occur only when the exchange rate is flexible and central bank independence is low; preelectoral fiscal expansions occur when the exchange rate is fixed. We then explore the implications of our model for arguments that emphasize the partisan sources of macroeconomic policy and for the conduct of fiscal policy after economic and monetary union in Europe."
10.2307/4620072,10.2307/4620072,Reputation and Interstate Conflict,Mark J. C. Crescenzi,American Journal of Political Science,51,2,2007-04-01T00:00:00Z,pp. 382-396,Midwest Political Science Association,fla,,"In international politics, states learn from the behavior of other nations, including the reputations states form through their actions in the international system. This article presents a model of how states process this information and examines how this learning affects international conflict. The model builds off of cognitive balance theory and foreign policy learning models and breaks new ground in its ability to provide a contextual assessment of reputation in world politics. The article then investigates whether a dyad is more likely to experience conflict if at least one state has a reputation for hostility. This hypothesis is tested empirically across all dyads in the international system from 1817 to 2000. The results indicate that states do engage in this learning behavior and that the information generated by extra-dyadic interaction of states has a significant bearing upon the likelihood of dyadic conflict."
10.2307/3176252,10.2307/3176252,Economic Globalization and Transnational Terrorism: A Pooled Time-Series Analysis,"Quan Li, Drew Schaub",The Journal of Conflict Resolution,48,2,2004-04-01T00:00:00Z,pp. 230-258,"Sage Publications, Inc.",fla,,"The effect of economic globalization on the number of transnational terrorist incidents within countries is analyzed statistically, using a sample of 112 countries from 1975 to 1997. Results show that trade, foreign direct investment (FDI), and portfolio investment have no direct positive effect on transnational terrorist incidents within countries and that economic developments of a country and its top trading partners reduce the number of terrorist incidents inside the country. To the extent that trade and FDI promote economic development, they have an indirect negative effect on transnational terrorism."
10.2307/424671,10.2307/424671,Instruments of Security or Tools of Repression? Arms Imports and Human Rights Conditions in Developing Countries,Shannon Lindsey Blanton,Journal of Peace Research,36,2,1999-03-01T00:00:00Z,pp. 233-244,"Sage Publications, Ltd.",fla,,"Scholars traditionally have focused on arms as a means of deterring, initiating, maintaining, or terminating international war. Indeed, based on the assumption that a coercive military response is required if security is to be preserved, arms are widely viewed as an instrument of defense from external threat. In the developing world, however, internal threats are far more common. Yet the role of arms in facilitating domestic political violence has received far less scholarly attention. This article endeavors to expand upon both our understanding of arms as a source of conflict and our knowledge of the correlates of human rights repression. To this end, this study tests the relationship between the importation of arms and the repression of personal integrity rights. Employing a pooled time-series cross-sectional design, the patterns of arms acquisitions behavior and human rights violations are examined for developing countries for the years 1982 through 1992. The results indicate that arms imports by developing countries are linked to poor human rights conditions. Thus, arms acquisitions appear to contribute to repression by making violent political acts more feasible."
10.2307/3449748,10.2307/3449748,The Politics of Punishment: Evaluating Political Explanations of Incarceration Rates,Kevin B. Smith,The Journal of Politics,66,3,2004-08-01T00:00:00Z,pp. 925-938,"Cambridge University Press, Southern Political Science Association",fla,,Why have incarceration rates dramatically increased even as crime rates have remained stable or even declined? This is a question of considerable policy and theoretical relevance that currently has no satisfactory answer. I attempt to address this question by examining the key political explanations of prison populations and the unit of analysis and data limitation obstacles that make it difficult to conduct a comprehensive empirical analysis of these frameworks. I address these issues and undertake such an analysis using a pooled state-level analysis covering the years 1980-1995. Results suggest that the growth in prison populations has little to do with changes in crime rates or government response to citizen attitudes. Instead it is the most basic elements of the political environment (partisanship and elections) and the continuing legacy of racial social cleavages that explain why incarceration rates have increased.
10.2307/4621704,10.2307/4621704,Sovereign Bond Ratings and Neoliberalism in Latin America,"Glen Biglaiser, Karl DeRouen, Jr.",International Studies Quarterly,51,1,2007-03-01T00:00:00Z,pp. 121-138,"The International Studies Association, Wiley",fla,,"The importance of credit rating agencies (CRAs) in rating sovereign bonds has grown as developing countries increasingly issue bonds to attract foreign capital. Although in their methodologies CRAs claim that the initiation of neoliberal reforms influences bond ratings, given the secrecy surrounding ratings, it is unclear what impact reforms actually have on CRAs. Controlling for macroeconomic and political determinants, we use statistical analyses, as well as recent qualitative evidence, for some 16 Latin American countries from 1992 to 2003 to assess the effects of economic reforms on CRA decisions. We find that among neoliberal policies only trade liberalization positively and consistently impacts bond ratings. The relative ease of implementation along with the credible commitment to maintain trade policies help explain higher bond ratings. The results also show that inflation and bond defaults negatively affect CRA assessments. The findings provide reasons for optimism. Many economic policies, often politically difficult to implement, do not lead to higher ratings. Others that are relatively easy to implement do. Policy makers in Latin American countries have more options to lessen political tensions, lower the cost of capital, and increase its availability for investment and growth than previously predicted."
