id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work,abstract
10.2307/3595594,10.2307/3595594,When Primary Campaigns Go Negative: The Determinants of Campaign Negativity,"David A. M. Peterson, Paul A. Djupe",Political Research Quarterly,58,1,2005-03-01T00:00:00Z,pp. 45-54,"Sage Publications, Inc., University of Utah",fla,,"Standard investigations of both campaign negativity and primary elections focus on either the electoral institutions or the primary voters. In this article, we begin to explore the factors affecting the content of the information environment voters face by examining the effects of timing and electoral context on which primary races are likely to become negative and when. Using a content analysis of newspaper coverage of every contested Senate primary in 1998, and binary time-series cross-sectional methods, we demonstrate that negativity is an interdependent function of the timing of the race, the status of the Senate seat, and the number and quality of the challengers in the primary."
10.2307/2749553,10.2307/2749553,"Religion and Political Behavior in the United States: The Impact of Beliefs, Affiliations, and Commitment From 1980 to 1994",Geoffrey C. Layman,The Public Opinion Quarterly,61,2,1997-07-01T00:00:00Z,pp. 288-316,"American Association for Public Opinion Research, Oxford University Press",fla,,"This article examines the influence of a new religious cleavage defined by the orthodoxy of religious beliefs, affiliations, and practices on American political behavior. With data pooled from the American National Election Studiesfrom 1980 through 1994, it tests the hypothesis that the political impact of doctrinal orthodoxy, religious commitment, and Protestant denominational orthodoxy is growing and becoming greater than that of the traditional divisionsbetween Christians and Jews and Catholics and Protestants. The results indicate that, even controlling for a wide range of religious, sociodemographic, and political variables, the influence of doctrinal conservatism on partisanship andpresidential vote choice is growing over time. The relationship beween the orthodoxy of Protestant denominations and political behavior also has changed considerably, with members of evangelical denominations becoming increasingly Republican relative to their counterparts in mainline denominations. The impact of religious commitment on presidential vote choice also is growing, with very committed individuals becoming increasingly more likely than their less religious counterparts to vote Republican. The analysis demonstrates that the political differences between religious ""conservatives"" and religious ""liberals""are beginning to rival those between Christians and Jews and Catholics and Protestants."
10.2307/1962400,10.2307/1962400,Does Trade Still Follow the Flag?,Brian M. Pollins,The American Political Science Review,83,2,1989-06-01T00:00:00Z,pp. 465-480,American Political Science Association,fla,,"A public choice approach is used to build a model of bilateral trade flows employing international conflict and cooperation, as well as prices and income, to predict the level of imports. The model is consistent with neoclassical trade theory in economics, while employing data and measurement insights from the field of international relations to construct an indicator of bilateral diplomatic relations. The model is empirically tested using pooled, cross-section time-series analysis for six nations representing different worlds of development. Considerable empirical support is found for the model in general. The effects of diplomacy on commerce are significant and conform to model predictions in every instance. Estimation results also indicate possible cross-national differences in the political management of trade relations."
10.2307/2111731,10.2307/2111731,"State Legislators in Congress: Strategic Politicians, Professional Legislatures, and the Party Nexus",Michael B. Berkman,American Journal of Political Science,38,4,1994-11-01T00:00:00Z,pp. 1025-1055,Midwest Political Science Association,fla,,"This research explores the reasons for the increased number of former state legislators in the House of Representatives. Like other experienced politicians, former state legislators strategically assess the opportunities presented by an election and run for Congress when their prospects look most favorable. But these election-specific factors cannot explain either state differences in career paths or the greater numbers of former state legislators, rather than other experienced politicians, in the House. Using pooled cross-sectional data from 1940 to 1992, I test the importance of the state legislative context within which strategic politicians make their decision to run. Democrats' decision are shaped by the funding opportunities offered to them in professionalized state legislatures; Republican decisions are shaped by the opportunities presented by the state legislature for power and influence relative to those offered by minority status in the House. Professionalized state legislatures have also had more of an impact on the quality of the Democratic party's candidate pool for Congress than they have for the Republican's."
10.2307/2781288,10.2307/2781288,"Social Democracy, Christian Democracy, Constitutional Structure, and the Welfare State","Evelyne Huber, Charles Ragin, John D. Stephens",American Journal of Sociology,99,3,1993-11-01T00:00:00Z,pp. 711-749,The University of Chicago Press,fla,,"The literature on the determinants of welfare state effort displays many inconsistencies and contradictins. This article takes imoprtant stepts toward resolving these issues with the use of pooled cross-sectional and time-series analyses. The findings are that various independent variables affect different measures of welfare state effort in different and theoretically meaningful ways. Of special importance are the contrasting effects of Christian democracy and social democracy on transfer payments, social benefits expenditure, and total government revenue. There is also a strong effect of constitutional structure on welfare state effort, a finding that provides the first solid support for the state-centered perspective in a quantitative analysis."
10.2307/3694260,10.2307/3694260,"Institutions of the Offensive: Domestic Sources of Dispute Initiation in Authoritarian Regimes, 1950-1992","Brian Lai, Dan Slater",American Journal of Political Science,50,1,2006-01-01T00:00:00Z,pp. 113-126,Midwest Political Science Association,fla,,"What are the most important sources of institutional variation among authoritarian regimes, and how do such institutions influence these dictatorships' propensity to initiate military disputes? This article argues that most existing studies in both comparative politics and international relations employ a flawed conceptualization of authoritarian institutions. Excessive focus on the personalization or institutionalization of authoritarian regimes' decision-making procedures has distracted attention from the more critical issue of what institutions these regimes deploy to enhance social control and secure political incumbency. Since military regimes are systematically less effective than single-party regimes at developing these types of authoritarian institutions, they more frequently resort to desperate measures to fend off domestic challenges to their power. In particular, we find compelling empirical support for our hypothesis that military regimes are more likely than single-party regimes to initiate military disputes, irrespective of whether those regimes are highly personalized or not."
10.2307/27698127,10.2307/27698127,Strikes Are More Common in Countries with Majoritarian Electoral Systems,Kåre Vernby,Public Choice,132,2-Jan,2007-07-01T00:00:00Z,pp. 65-84,Springer,fla,,"Strikes are more common in those OECD countries where the legislature is elected in single member districts (SMD) than in those where it is elected by proportional representation (PR). Furthermore, more working days are lost due to industrial conflict in countries with SMD. I suggest a politico-economic explanation for these rarely noticed empirical regularities. Further empirical testing – including controls drawn from previous strike research – reveals that they hold up in a variety of econometric specifications."
10.2307/1964129,10.2307/1964129,"Politics, Institutions, and Welfare Spending in Industrialized Democracies, 1960-82","Alexander M. Hicks, Duane H. Swank",The American Political Science Review,86,3,1992-09-01T00:00:00Z,pp. 658-674,American Political Science Association,fla,,"We examine the roles of democratic politics and political institutions in shaping social welfare spending in 18 contemporary capitalist democracies. We explore the social spending consequences of government partisanship, electoral competition and turnout, and the self-interested behaviors of politicians and bureaucrats, as well as such relatively durable facets of political institutions as neocorporatism, state centralization, and traditionalist policy legacies. Pooled time series analyses of welfare effort in 18 nations during the 1960-82 period show that electoral turnout, as well as left and center governments increase welfare effort; that the welfare efforts of governments led by particular types of parties show significant differences and vary notably with the strength of oppositional (and junior coalitional) parties; and that relatively neocorporatist, centralized, and traditionalistic polities are high on welfare effort. Overall, our findings suggest that contrary to many claims, both partisan and nonpartisan facets of democratic politics and political institutions shape contemporary social welfare effort."
10.2307/2132349,10.2307/2132349,Regulating in Space and Time: The Case of Regulatory Federalism,"David M. Hedge, Michael J. Scicchitano",The Journal of Politics,56,1,1994-02-01T00:00:00Z,pp. 134-153,"Cambridge University Press, Southern Political Science Association",fla,,"We outline and test an empirical model of federal regulatory behavior that reflects the spatial (i.e., interstate) and temporal dimensions of regulation within a federal system. A pooled time-series design is used to examine the interplay of national and subnational influences on the oversight decisions of officials at the U.S. Office of Surface Mining (OSM, Department of the Interior) during the period 1985-1989. The analysis indicates that the regulatory decisions of federal authorities at OSM reflect shifts in the nation's political climate, the freelancing efforts of individual members of Congress, and the states' political climates. Taken together, the findings suggest that national policymakers are able to direct the oversight activities of bureaucratic subordinates but are constrained in that regard by ""bottom up"" influences."
10.2307/25654379,10.2307/25654379,"US Aid Allocation: The Nexus of Human Rights, Democracy, and Development","TIJEN DEMIREL-PEGG, JAMES MOSKOWITZ",Journal of Peace Research,46,2,2009-03-01T00:00:00Z,pp. 181-198,"Sage Publications, Ltd.",fla,,"Respect for human rights is one of several factors influencing US aid allocation decisions. Whereas previous research identifies human rights practices as being of secondary importance, it typically does not explore whether there is a more complicated relationship between human rights practices and US aid allocation. The authors argue that the impact of human rights varies at different levels of democracy and economic development. Employing data on 151 countries from 1977 to 2004, this study also investigates whether there has been an increase in the impact of human rights practices since the end of the Cold War. The results of the analysis show that during the Cold War, economic development was the prevailing factor in decisions about whether to allocate US aid. In the post-Cold War era, human rights practices are one among several significant variables, albeit exerting a generally negative impact. These results indicate that shifts in the international environment have, in fact, altered the determinants of US foreign aid. The authors further demonstrate that after the Cold War, countries with low economic development and transitioning regimes are subject to diminished levels of accountability for their human rights practices, while aid allocations to autocratic regimes follow the logic of promoting relatively higher human rights standards."
10.2307/2131942,10.2307/2131942,Integrated Models of Judicial Dissent,"Paul Brace, Melinda Gann Hall",The Journal of Politics,55,4,1993-11-01T00:00:00Z,pp. 914-935,"Cambridge University Press, Southern Political Science Association",fla,,"This paper presents the first integrated models of judicial dissent at the individual level. The models synthesize elements derived from attitudinal, jurisprudential, and contextual approaches to the study of judicial behavior by application of a neo-institutional perspective. The neo-institutional approach emphasizes the interaction of individual preferences, case facts, and environmental forces with institutional rules and structures. Individual judicial votes on death penalty cases from 1980 through 1988 in six state supreme courts are examined employing pooled PROBIT analysis. The results indicate that justices' decisions to dissent reflect significantly more than mere attitudinal disagreement, reactions to various types of case facts or responses to contextual forces. Rather, dissents are the product of all of these types of variables interacting with institutional rules and arrangements. As neo-institutionalism suggests, institutional arrangements serve to condition the effects of personal attributes, case characteristics and contextual variables on judicial choice and as such are critical determinants of the judicial vote."
10.2307/3219804,10.2307/3219804,"Campaigns, Polls, and the States: Assessing the Accuracy of Statewide Presidential Trial-Heat Polls","Jay DeSart, Thomas Holbrook",Political Research Quarterly,56,4,2003-12-01T00:00:00Z,pp. 431-439,"Sage Publications, Inc., University of Utah",fla,,"Given the heavy reliance upon polls during election campaigns and the importance of state results in presidential election outcomes, this study examines the determinants of accuracy in statewide presidential trial-heat polls. Using Lau's (1994) examination of national-level polls as a guide, we find that sample-related characteristics like sample size and the use of a likely voter sampling filter tend to improve the predictive accuracy of these polls. More importantly, however, we find that the number of days to election has an important impact on poll accuracy and that this effect can vary substantially across different campaign contexts."
10.2307/448365,10.2307/448365,The Politics of Investment by the Nationalized Sector,Raymond M. Duch,The Western Political Quarterly,43,2,1990-06-01T00:00:00Z,pp. 245-265,"University of Utah, Western Political Science Association",fla,,"There is considerable interest in the extent to which political variables explain macroeconomic policy and outcomes. This paper addresses the issue with data from the telecommunications industries of OECO countries. Based on a comparative evaluation of public enterprise investments in fourteen countries over fifteen years, the results suggest: (1) no relationship between government's stabilization policies and fluctuations in capital investment by telecommunications service providers; (2) the existence of a political business cycle in the capital investments of these public enterprises; (3) an institutional effect whereby corporatist institutions moderate the impact of political pressures on public enterprise management; and, finally (4) a significant difference in the overall investment levels of public enterprises during governments of the Left versus governments of the Right."
10.2307/2669242,10.2307/2669242,The Economy and Policy Mood: A Fundamental Dynamic of Democratic Politics?,Randolph T. Stevenson,American Journal of Political Science,45,3,2001-07-01T00:00:00Z,pp. 620-633,Midwest Political Science Association,fla,,"This article aims to establish empirically whether changes in the aggregate policy preferences of voters in western democracies relate systematically to national economic performance. Results from a time-series, cross-sectional regression analysis of data on aggregate policy preferences from fourteen western democracies (1956-1989) support a hypothesis originally suggested, for the American case, by Durr (1993): when the economy expands aggregate policy preferences move left, but when the economy contracts aggregate policy preferences move right. This finding sustains the normatively appealing conclusion that change in aggregate policy preference reflects the measured response of many individuals to changes in their political environment."
10.2307/2600757,10.2307/2600757,Repression of the Human Right to Personal Integrity Revisited: A Global Cross-National Study Covering the Years 1976-1993,"Steven C. Poe, C. Neal Tate, Linda Camp Keith",International Studies Quarterly,43,2,1999-06-01T00:00:00Z,pp. 291-313,"The International Studies Association, Wiley",fla,,"Here we seek to build on our earlier research (Poe and Tate, 1994) by re-testing similar models on a data set covering a much longer time span; the period from 1976 to 1993. Several of our findings differ from those of our earlier work. Here we find statistical evidence that military regimes lead to somewhat greater human rights abuse, defined in terms of violations of personal integrity, once democracy and a host of other factors are controlled. Further, we find that countries that have experienced British colonial influence tend to have relatively fewer abuses of personal integrity rights than others. Finally, our results suggest that leftist countries are actually less repressive of these basic human rights than non-leftist countries. Consistent with the Poe and Tate (1994) study, however, we find that past levels of repression, democracy, population size, economic development, and international and civil wars exercise statistically significant and substantively important impacts on personal integrity abuse."
10.2307/174536,10.2307/174536,Human Rights and the Democratic Proposition,Christian Davenport,The Journal of Conflict Resolution,43,1,1999-02-01T00:00:00Z,pp. 92-116,"Sage Publications, Inc.",fla,,"Autocratization is expected to worsen human rights conditions; democratization is frequently heralded as a means for improving them. Unfortunately, neither relationship has been subjected to empirical investigation. The causal linkage between regime change and state repression is examined in the current study with a pooled cross-sectional time-series analysis of 137 countries from 1950 to 1982 (N = 4,521). Four aspects of change are considered: (1) direction, (2) magnitude, (3) ""smoothness"" of the transition, and (4) duration of time at particular regime types. The results support the anticipated escalatory effect of autocratization for the magnitude variable, revealing influences that persist for 4 years. Additionally, there is support for the pacifying effect of democratization with regard to magnitude for the same 4-year time period. Direction, smoothness, and duration are found to be unimportant, but regime change does matter."
10.2307/3219838,10.2307/3219838,Women in Executive Office: Variation across American States,"Zoe M. Oxley, Richard L. Fox",Political Research Quarterly,57,1,2004-03-01T00:00:00Z,pp. 113-120,"Sage Publications, Inc., University of Utah",fla,,"The number of women serving in state-level executive office varies tremendously across the American states. Drawing upon a comparative politics framework developed by Pippa Norris and findings from analyses of women in U.S. state legislatures, we derive a set of hypotheses to explain this state variation. Our analysis of elections held between 1979 and 1998 demonstrates that women are more likely to run for executive office in states where more women are in the eligibility pool of candidates, and where the demands of gatekeepers and recruiting practices of political parties favor women's candidacies. Furthermore, the likelihood that women win these elections is influenced by the supply of candidates, the demands of gatekeepers, and the characteristics of a state's political system. We also conclude that the predictors of women in executive office have changed over time and that our explanations for state variation of women in these positions are more thorough for elections occurring before 1991."
10.2307/2991738,10.2307/2991738,State and National Factors in Gubernatorial and Senatorial Elections,"Thomas M. Carsey, Gerald C. Wright",American Journal of Political Science,42,3,1998-07-01T00:00:00Z,pp. 994-1002,Midwest Political Science Association,fla,,"Theory: Voters link candidates for governor and senator to the president through partisanship. However, voters also distinguish between the functional responsibilities that governors and U.S. senators have regarding the health of state and national economies, respectively. Hypotheses: Voting in elections for both governor and senator should respond to presidential approval. Voting in senate elections should respond to evaluations of the national economy while voting in gubernatorial elections should respond to evaluations of the state economy. Method: We replicate Atkeson and Partin's (1995) analysis of American National Election Studies (ANES) date controlling for the pooled and clustered nature of the data. We then crossvalidate their study using media exit polls. Results: Our analysis confirms the above hypotheses, which contrasts with the findings of Atkeson and Partin (1995). These differences result from controlling for the pooled and clustered nature of the data and from the well-documented misreport problem in the ANES data."
10.2307/439967,10.2307/439967,Partisan and Incumbent Effects in State Legislative Redistricting,"Harry Basehart, John Comer",Legislative Studies Quarterly,16,1,1991-02-01T00:00:00Z,pp. 65-79,Comparative Legislative Research Center,fla,,"The effects of reapportionment on partisan balance and on the reelection of incumbents should be expected to differ, depending on whether the reapportionment process was effectively controlled by one party or was bipartisan or nonpartisan. These hypotheses are tested in 15 state legislatures for the post-1980 redistricting. Partisan effects are most likely to occur where the process is highly partisan. Even then, however, the partisan gains are likely to be short term and to dissipate after two or three elections. Incumbents who run appear more likely to get reelected in the years following an election, whether the process was controlled by one party or was bipartisan."
10.2307/25654557,10.2307/25654557,"African peacekeeping in Africa: Warlord politics, defense economics, and state legitimacy",Jonah Victor,Journal of Peace Research,47,2,2010-03-01T00:00:00Z,pp. 217-229,"Sage Publications, Ltd.",fla,,"Since the end of the Cold War, sub-Saharan African states have substantially increased their participation in international peacekeeping operations in Africa. Their contributions have become highly valued and even facilitated by major powers. This article examines why certain African states might contribute more than others to peacekeeping. In particular, prominent arguments are considered about the primacy of regime security concerns and the dynamics of warlord politics in the foreign policymaking of African states, the economic incentives of peacekeeping, and the importance of African states' concerns over their state legitimacy and territorial integrity. First, this study investigates the possibility that peacekeeping might be utilized as a diversionary strategy to divert the attention of both an African state's military and major powers from a regime's misrule. Second, this study examines the extent to which financial and material assistance from donor states encourages poorer states to engage in peacekeeping. Third, the study investigates whether states with less legitimate and more arbitrary borders might have greater incentive to contribute to peacekeeping operations to promote the territorial status quo in Africa. Empirical evidence from a quantitative analysis across 47 states of sub-Saharan Africa from 1989 to 2001 suggests that states that are poorer, with lower state legitimacy and lower political repression, participate more often in regional peacekeeping."
10.2307/2131419,10.2307/2131419,Neo-Institutionalism and Dissent in State Supreme Courts,"Paul Brace, Melinda Gann Hall",The Journal of Politics,52,1,1990-02-01T00:00:00Z,pp. 54-70,"Cambridge University Press, Southern Political Science Association",fla,,"This study applies concepts derived from neo-institutionalism to coalition behavior in state supreme courts, using a pooled cross-sectional time series design. Neo-institutionalism embraces rational choice assumptions about human behavior, with particular attention to how institutional arrangements shape purposive behavior. From this perspective, dissent, or the tendency to form less than unanimous voting coalitions, is viewed not merely as the collective expression of individual attitudes or policy preferences or the result of structural characteristics of institutions but rather as a complex interaction of values and structures. A model incorporating variables derived from the neo-institutional perspective was estimated with GLS-ARMA and compared to an environmental model generated from past research. The amount of variation in dissent rates uniquely accounted for by the neo-institutional model is over six times that of the environmental model, while a composite model can explain more than one-third of the variation in state supreme court dissent rates for 1966, 1973, and 1981. More importantly, however, all the relationships posited by the neo-institutional approach are statistically significant and in the expected direction. An institutional approach guided by rational choice theory offers an important contribution toward developing a more refined understanding of judicial behavior."
10.2307/2647914,10.2307/2647914,Advocacy versus Certainty: The Dynamics of Committee Jurisdiction Concentration,John W. Hardin,The Journal of Politics,60,2,1998-05-01T00:00:00Z,pp. 374-397,"Cambridge University Press, Southern Political Science Association",fla,,"I present an aggregate-level theory paralleling the theory of market competition to explain the dynamics of committee jurisdiction concentration. The theory states that organized issue constituents and the larger voting public, respectively, make private (i.e., advocacy) and collective (i.e., certainty) demands for policy benefits supplied by committees. I hypothesize that the levels of these competing demands drive two activities changing committee jurisdiction concentrations: ""nonlegislative"" and ""legislative"" jurisdiction advances. To test my hypotheses, I use nonlegislative committee hearings and bill referrals over a 15-year period (1979-93) to construct annual, issue-specific. Herfindahl indexes measuring nonlegislative and legislative jurisdiction concentrations. I use PAC contributions and issue salience to measure private and collective demands for policy benefits. Using two OLS regression models, I find that both types of demand influence the two jurisdiction advancement activities. Moreover, nonlegislative jurisdiction advances produce a nonconcentrated jurisdictional arrangement, while legislative jurisdiction advances produce a concentrated jurisdictional arrangement."
10.2307/3598275,10.2307/3598275,Winning Woman Suffrage One Step at a Time: Social Movements and the Logic of the Legislative Process,"Brayden G. King, Marie Cornwall, Eric C. Dahlin",Social Forces,83,3,2005-03-01T00:00:00Z,pp. 1211-1234,Oxford University Press,fla,,"We describe a theory of legislative logic. This logic is based on the observation that each succeeding stage of the legislative process has increasingly stringent rules and becomes more consequential. This logic unevenly distributes the influence of social movements across the legislative process. Social movements should have less influence at later stages where stringent requirements are more likely to exhaust limited resources and where the consequentiality of action will cause legislators to revoke their support. We apply the theory to a study of state-level woman suffrage legislation. We find that legislators responded to suffragists by bringing the issue of woman suffrage to the legislative forum, but once suffrage bills reached the voting stage, differences in social movement tactics and organization did not have as great an impact."
10.2307/40421499,10.2307/40421499,Strategic Candidate Decisionmaking and Competition in Gubernatorial Nonincumbent-Party Primaries,"Insun Kang, Richard G. Niemi, Lynda W. Powell",State Politics & Policy Quarterly,3,4,2003-12-01T00:00:00Z,pp. 353-366,"Sage Publications, Inc.",fla,,"In contrast to research on congressional and state legislative elections, strategic entry into gubernatorial contests has been largely unexplored. We examine the influence of incumbency, gubernatorial popularity, and other factors on candidate strategic decisions and the resulting level of competition in nonincumbent-party gubernatorial primaries between 1974 and 2000. We find that incumbency and gubernatorial popularity interact in their effect, with popular incumbents discouraging competition and unpopular incumbents encouraging it. The size of the potential candidate pool, the condition of the state economy, state partisanship, and state party endorsement practices also influence competition."
10.2307/41289401,10.2307/41289401,"Term Limits, Electoral Competition, and Representational Diversity: The Case of Florida","Scot Schraufnagel, Karen Halperin",State Politics & Policy Quarterly,6,4,2006-12-01T00:00:00Z,pp. 448-462,"Sage Publications, Inc.",fla,,"The article assesses two predictions made by term limits advocates: that term limits would increase electoral competition and enhance demographic representation in state legislatures. Although term limits may indeed have these consequences in some places and some times, their early effects in Florida do not provide support for these predictions. Our analysis suggests that state legislative seats that have opened up as the result of term limits yielded races with no smaller margins of victory than in previous elections, nor were they more likely to be contested by the two major political parties. Likewise, we found no significant increase in the representation of minorities or women in the Florida State Legislature after term limits."
10.2307/20753340,10.2307/20753340,THE IMPACT OF GLOBALIZATION ON CIVIL LIBERTIES: ASIAN VS. NON-ASIAN STATES,Kunihiko Imai,International Journal on World Peace,19,1,2002-03-01T00:00:00Z,pp. 39-65,Professors World Peace Academy,fla,,"This article examines the relationship between economic globalization and its impact on civil liberties. Many scholars posit that globalization of national economy has weakened states' control over civil liberties, thus, rendering support for their democratization. Some scholars, however, argue that the political elites' control over society remains stronger in Asian states than the rest of the world because of their unique political culture, such as the Confucian influences on societal norms and the rampant practice of crony capitalism. While the existence of such ""unique"" features of Asian political culture is undeniable, the extent of their influence over the impact of economic globalization on civil liberties is an empirical question that needs to be answered."
10.2307/2647558,10.2307/2647558,Party and Committee in Distributive Politics: Evidence from Defense Spending,"Thomas M. Carsey, Barry Rundquist",The Journal of Politics,61,4,1999-11-01T00:00:00Z,pp. 1156-1169,"Cambridge University Press, Southern Political Science Association",fla,,Recent studies of the domestic distribution of military procurement expenditures and representation on congressional defense committees support the traditional committee-centered distributive theory of congressional policymaking in a manner consistent with the assumption that Congress is organized to produce gains from exchange among legislators with diverse interests via intercommittee logrolling. This paper compares the committee-centered distributive theory to a party-centered distributive theory. Analysis of a multiequation model using pooled time-series data on the distribution of military procurement expenditures and defense committee representation among states from 1963 to 1989 supports a party-centered version of the distributive theory.
10.2307/3555107,10.2307/3555107,Regulating Slavery: Deck-Stacking and Credible Commitment in the Fugitive Slave Act of 1850,Scott J. Basinger,"Journal of Law, Economics, & Organization",19,2,2003-10-01T00:00:00Z,pp. 307-342,Oxford University Press,fla,,"In 1850, Congress delegated federal judicial powers to a new bureaucracy that was devoted to capturing escaped slaves in free states and returning them to their owners. The Fugitive Slave Act was an attempt to enhance the credibility of a commitment made in the Constitution's Article IV § 2, which had gone unenforced for more than half a century. This article demonstrates how Congress engaged in deck-stacking, engineering the administrative structure and judicial procedures of the fugitive slave rendition process in ways that favored slave-holding interests. Analysis of votes by members of Congress on final passage of the act and amendments to the act demonstrate the political influences on choices of process. I demonstrate that regional (free versus slave state), partisan (Whig versus Democrat), and electoral (Free Soil party support) calculations all play a role in determining the likelihood of a legislator voting for the antislavery position. Moreover, political conflict was muted when amendments dealt mainly with structural issues, but was amplified when the amendment's content was procedural."
10.2307/3555098,10.2307/3555098,Legislative Organization and Congressional Review of Agency Regulations,Steven J. Balla,"Journal of Law, Economics, & Organization",16,2,2000-10-01T00:00:00Z,pp. 424-448,Oxford University Press,fla,,"Although researchers have demonstrated that legislators possess a variety of instruments with which to limit bureaucratic discretion, it is not clear to what extent these instruments are used by legislators whose preferences are representative of chamber majorities. This article examines the role that committee membership, preferences, and other factors play in legislators' use of congressional review, a new instrument through which agency regulations can be nullified by joint resolutions of disapproval. It uses logistic regression to demonstrate that in the 105th House of Representatives, legislators were more likely to seek to disapprove agency regulations the greater the divergence of their preferences from the median member of the committee of jurisdiction. Committee membership, however, did not affect the use of congressional review. These results, which diverge from previous research in several respects, underscore that it is not yet possible to draw definitive conclusions about the connection between the organization of Congress and legislative-executive relations that hold across policy areas and instruments of political control."
10.2307/1963852,10.2307/1963852,Street-Level Political Controls Over Federal Bureaucracy,"John T. Scholz, Jim Twombly, Barbara Headrick",The American Political Science Review,85,3,1991-09-01T00:00:00Z,pp. 829-850,American Political Science Association,fla,,"Local partisan activities of legislators and their electoral coalitions systematically influence field office activities of federal bureaucracies in their electoral districts. This alternative to centralized democratic controls over bureaucracy occurs because discretionary policy decisions made at the field office level are influenced by local resources generated through partisan activities. Our study of county-level Occupational Safety and Health Administration enforcement in New York (1976-85) finds that county, state, and federal elected officials influence local enforcement. The county political parties are most influential for activities with the most local discretion, while members of Congress are more influential for local activities more readily controlled by the national office."
10.2307/425107,10.2307/425107,Political Conflict in Less Developed Countries 1981-89,Juha Auvinen,Journal of Peace Research,34,2,1997-05-01T00:00:00Z,pp. 177-195,"Sage Publications, Ltd.",fla,,"The problem of accounting for domestic political conflict, particularly in the less developed countries, has become an important global task. In the article, several conflict indicators are reviewed and embedded in a conceptual model. The regime's inability to provide economic and political goods is conceived as a source of discontent, or relative deprivation, within a population. This discontent is seen to be likely to result in conflict if the environment is conducive to the mobilization of resources for collective action. The validity of the indicators is tested with various techniques, including ordinary least squares, generalized least squares (error component), and Logit regression models, on a sample of 70 less developed countries in 1981-89. The dependent variables are (1) political conflict and its constituent parts, (2) political protest, (3) rebellion, and (4) irregular executive transfer. The overall extent of political conflict varies directly with poor economic performance, ethnic dominance, military centrality, urbanization and conflict tradition, inversely with the level of economic development, and is most extensive under middle levels of political authoritarianism. Economic performance seems to be more conducive to political protest and irregular executive transfer than rebellion. Urbanization and ethnic dominance are directly associated with political protest but decrease the likelihood of irregular executive transfer. The results generally corroborate the findings of 30 years of conflict research also in the Third-World context."
10.2307/3598541,10.2307/3598541,When Tokens Matter,Jocelyn Elise Crowley,Legislative Studies Quarterly,29,1,2004-02-01T00:00:00Z,pp. 109-136,Comparative Legislative Research Center,fla,,"Tokens, or low levels of minority of female representatives in state legislatures, have been studied with respect to their perceptions of self-efficacy and political attitudes but not with respect to their actual influence on the passage of public policy. This paper uses state-level data from the child support program between the years 1976-84 to measure the influence of women tokens on the policy process. Using ordered probit models, I explore policy adoption under three configurations: (1) a test of the independent impact of tokens, (2) a dynamic test of the differential impact of tokens and nontokens to analyze potential backlash effects and the potential diffusion of policy preferences, and (3) an interactive test on the potential for tokens to form coalitions. My analysis strongly suggests that tokens make a policy difference independently and to a greater extent than when they are on the cusp of becoming nontokens, but I found less support for the idea that tokens successfully form coalitions to achieve specific policy goals."
10.2307/448727,10.2307/448727,Ballot Propositions and Information Costs: Direct Democracy and the Fatigued Voter,"Shaun Bowler, Todd Donovan, Trudi Happ",The Western Political Quarterly,45,2,1992-06-01T00:00:00Z,pp. 559-568,"University of Utah, Western Political Science Association",fla,,"Ballot propositions have attracted a great deal of attention in recent years, not least because they have become an increasingly important part of the democratic process in the U.S., and especially in California. Yet voters seem increasingly disenchanted with this process. One way of understanding voter reaction to propositions is to conceive of them as presenting voters with a set of decisionmaking costs which they seek to minimize. Developing hypotheses from this simple basis allows us to make a series of predictions of likely voter turnout on ballot propositions. We find that ballot position, proposition type, and spending patterns have statistically significant impacts upon the decision of voters to express a preference for or against a given proposition."
10.2307/2647513,10.2307/2647513,Bargaining on the U.S. Supreme Court: Justices' Responses to Majority Opinion Drafts,"James F. Spriggs II, Forrest Maltzman, Paul J. Wahlbeck",The Journal of Politics,61,2,1999-05-01T00:00:00Z,pp. 485-506,"Cambridge University Press, Southern Political Science Association",fla,,"Supreme Court opinions contain legal rules with broad policy ramifications, and justices try to shape the substance of the Court's opinions. Despite this expectation, scholars have neither systematically measured nor explained the extent to which justices attempt to affect majority opinions. We articulate and test a model that explains how justices respond to majority opinion drafts. Our argument is that justices decide how to respond based on the effect a choice will have on securing their policy goals. The costs or benefits of a choice, moreover, are a function of strategic and contextual factors, including a justice's agreement with an opinion, the collaborative decision-making setting on the Court, case characteristics, and attributes of the justices. Our data analysis strongly supports our argument showing that, among other considerations, justices' responses result from their disagreement with an opinion, the author's prior level of cooperation with them, and the salience of a case."
10.2307/2585398,10.2307/2585398,"The Effect of Political Trust on the Presidential Vote, 1968-96",Marc J. Hetherington,The American Political Science Review,93,2,1999-06-01T00:00:00Z,pp. 311-326,American Political Science Association,fla,,"Scholars have consistently demonstrated that no link exists between declining political trust and declining turnout, but they have paid less attention to the effect of trust on vote choice. In an era characterized by declining trust, the incumbent party has lost, and third parties have strongly contested, four of the last eight presidential elections. Such outcomes are historically anomalous. This study demonstrates that declining political trust affects vote choice, but the electoral beneficiary differs according to electoral context. In two-candidate races, politically distrustful voters support candidates from the nonincumbent major party. In races with three viable candidates, third-party alternatives benefit from declining political trust at the expense of both major parties."
